Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
1.0506E7 ; 7.837951E-5
1.0536E7 ; 7.802492E-5
1.055E7 ; 7.786034E-5
1.0553E7 ; 7.782514E-5
1.062E7 ; 7.704584E-5
1.069E7 ; 7.624513E-5
1.07E7 ; 7.613185E-5
1.075E7 ; 7.556954E-5
1.08E7 ; 7.501396E-5
1.083E7 ; 7.46838E-5
1.08914E7 ; 7.40154E-5
1.09E7 ; 7.391359E-5
1.094E7 ; 7.344296E-5
1.1E7 ; 7.27458E-5
1.1004E7 ; 7.269275E-5
1.1053E7 ; 7.204752E-5
1.1096E7 ; 7.148834E-5
1.11E7 ; 7.143666E-5
1.1166E7 ; 7.059187E-5
1.117E7 ; 7.054115E-5
1.125E7 ; 6.953815E-5
1.13E7 ; 6.89221E-5
1.14E7 ; 6.771426E-5
1.15E7 ; 6.653787E-5
1.1553E7 ; 6.592675E-5
1.1708E7 ; 6.418702E-5
1.175E7 ; 6.372745E-5
1.1751E7 ; 6.371657E-5
1.18E7 ; 6.318674E-5
1.1828E7 ; 6.288694E-5
1.19E7 ; 6.212574E-5
1.1909E7 ; 6.203156E-5
1.1917E7 ; 6.194803E-5
1.19747E7 ; 6.13505E-5
1.2E7 ; 6.10971E-5
1.205E7 ; 6.053147E-5
1.2053E7 ; 6.049777E-5
1.2088E7 ; 6.010664E-5
1.21E7 ; 5.997338E-5
1.2196E7 ; 5.892253E-5
1.2224E7 ; 5.862105E-5
1.225E7 ; 5.83431E-5
1.23E7 ; 5.781391E-5
1.24E7 ; 5.677617E-5
1.25E7 ; 5.576517E-5
1.2553E7 ; 5.523988E-5
1.2599E7 ; 5.478974E-5
1.27E7 ; 5.381985E-5
1.2738E7 ; 5.346136E-5
1.2792E7 ; 5.295785E-5
1.29E7 ; 5.197121E-5
1.299E7 ; 5.11692E-5
1.3E7 ; 5.10812E-5
1.3053E7 ; 5.055019E-5
1.30581E7 ; 5.04995E-5
1.31E7 ; 5.133073E-5
1.312E7 ; 5.173136E-5
1.325E7 ; 5.439715E-5
1.328E7 ; 5.502773E-5
1.33E7 ; 5.545137E-5
1.35E7 ; 5.98338E-5
1.35208E7 ; 6.03051E-5
1.354E7 ; 6.068872E-5
1.3553E7 ; 6.094953E-5
1.3587E7 ; 6.163577E-5
1.3646E7 ; 6.284083E-5
1.37E7 ; 6.395971E-5
1.3767E7 ; 6.536939E-5
1.376742E7 ; 6.53783E-5
1.3822E7 ; 6.654451E-5
1.383E7 ; 6.671679E-5
1.3965E7 ; 6.967665E-5
1.4E7 ; 7.04604E-5
1.4053E7 ; 7.157258E-5
1.41414E7 ; 7.34572E-5
1.4182E7 ; 7.500355E-5
1.425E7 ; 7.765641E-5
1.4364E7 ; 8.228555E-5
1.4419E7 ; 8.46027E-5
1.4472E7 ; 8.688862E-5
1.45E7 ; 8.811763E-5
1.4553E7 ; 9.048507E-5
1.45644E7 ; 9.10014E-5
1.4566E7 ; 9.106285E-5
1.4653E7 ; 9.445715E-5
1.4694E7 ; 9.60931E-5
1.475E7 ; 9.836586E-5
1.4767E7 ; 9.906464E-5
1.4807E7 ; 1.007252E-4
1.4812E7 ; 1.009344E-4
1.4837E7 ; 1.019859E-4
1.4863E7 ; 1.030892E-4
1.4887E7 ; 1.041164E-4
1.4888E7 ; 1.041594E-4
1.4892E7 ; 1.043315E-4
1.4906E7 ; 1.049357E-4
1.4909E7 ; 1.050656E-4
1.4927E7 ; 1.058476E-4
1.4954E7 ; 1.070296E-4
1.4962E7 ; 1.07382E-4
1.4996E7 ; 1.088904E-4
1.5E7 ; 1.09069E-4
1.5006E7 ; 1.093098E-4
1.5045E7 ; 1.108858E-4
1.5053E7 ; 1.112114E-4
1.5093E7 ; 1.12851E-4
1.52247E7 ; 1.1839E-4
1.5248E7 ; 1.194503E-4
1.5263E7 ; 1.201371E-4
1.52634E7 ; 1.201554E-4
1.5448E7 ; 1.288796E-4
1.5477E7 ; 1.302966E-4
1.55E7 ; 1.314297E-4
1.5553E7 ; 1.340716E-4
1.5731E7 ; 1.432689E-4
1.5966E7 ; 1.562065E-4
1.597E7 ; 1.564348E-4
1.599E7 ; 1.575805E-4
1.6E7 ; 1.58156E-4
1.6053E7 ; 1.607893E-4
1.6068E7 ; 1.615409E-4
1.6256E7 ; 1.712016E-4
1.63081E7 ; 1.73959E-4
1.6347E7 ; 1.754562E-4
1.634745E7 ; 1.754735E-4
1.6443E7 ; 1.791908E-4
1.65E7 ; 1.814352E-4
1.6532E7 ; 1.82704E-4
1.6553E7 ; 1.835402E-4
1.6695E7 ; 1.892669E-4
1.682E7 ; 1.944139E-4
1.6824E7 ; 1.945802E-4
1.6974E7 ; 2.00893E-4
1.7E7 ; 2.02002E-4
1.7053E7 ; 2.041012E-4
1.7074E7 ; 2.049371E-4
1.7138E7 ; 2.074995E-4
1.7298E7 ; 2.140033E-4
1.729816E7 ; 2.140098E-4
1.73E7 ; 2.140855E-4
1.7301E7 ; 2.141266E-4
1.73914E7 ; 2.17865E-4
1.7431E7 ; 2.184736E-4
1.74315E7 ; 2.184812E-4
1.7467E7 ; 2.190271E-4
1.75E7 ; 2.195347E-4
1.7553E7 ; 2.203504E-4
1.7616E7 ; 2.213207E-4
1.7687E7 ; 2.224152E-4
1.79E7 ; 2.257046E-4
1.7901E7 ; 2.257201E-4
1.8E7 ; 2.27252E-4
1.8053E7 ; 2.280674E-4
1.8087E7 ; 2.285908E-4
1.8158E7 ; 2.296844E-4
1.8273E7 ; 2.314578E-4
1.846E7 ; 2.343466E-4
1.84747E7 ; 2.34574E-4
1.85E7 ; 2.344492E-4
1.8516E7 ; 2.343704E-4
1.8553E7 ; 2.341886E-4
1.8632E7 ; 2.338021E-4
1.87E7 ; 2.334712E-4
1.8833E7 ; 2.328288E-4
1.9E7 ; 2.32031E-4
1.903E7 ; 2.318829E-4
1.9034E7 ; 2.318632E-4
1.9053E7 ; 2.317696E-4
1.9185E7 ; 2.311231E-4
1.9346E7 ; 2.30343E-4
1.95E7 ; 2.296052E-4
1.9511E7 ; 2.295528E-4
1.9553E7 ; 2.293532E-4
1.95581E7 ; 2.29329E-4
1.96E7 ; 2.281538E-4
1.9661E7 ; 2.264581E-4
1.9794E7 ; 2.228222E-4
1.9892E7 ; 2.201958E-4
1.999999E7 ; 2.173523E-4
2.000001E7 ; 2.11267E-4
2.029547E7 ; 2.107891E-4
2.1E7 ; 2.096496E-4
2.2E7 ; 2.080321E-4
2.3E7 ; 2.064147E-4
2.4E7 ; 2.047973E-4
2.427894E7 ; 2.043461E-4
2.448686E7 ; 2.040098E-4
2.5E7 ; 2.031798E-4
2.6E7 ; 2.015624E-4
2.7E7 ; 1.999449E-4
2.705867E7 ; 1.998501E-4
2.730389E7 ; 1.994534E-4
2.8E7 ; 1.983275E-4
2.847293E7 ; 1.975626E-4
2.892336E7 ; 1.96834E-4
2.9E7 ; 1.967101E-4
3.0E7 ; 1.950926E-4
3.1E7 ; 1.934752E-4
3.2E7 ; 1.918578E-4
3.213834E7 ; 1.91634E-4
3.3E7 ; 1.902403E-4
3.4E7 ; 1.886229E-4
3.451838E7 ; 1.877844E-4
3.5E7 ; 1.870054E-4
3.509196E7 ; 1.868567E-4
3.6E7 ; 1.85388E-4
3.7E7 ; 1.837706E-4
3.8E7 ; 1.821531E-4
3.9E7 ; 1.805357E-4
4.0E7 ; 1.789182E-4
4.1E7 ; 1.773008E-4
4.2E7 ; 1.756834E-4
4.3E7 ; 1.740659E-4
4.4E7 ; 1.724485E-4
4.5E7 ; 1.708311E-4
4.6E7 ; 1.692136E-4
4.7E7 ; 1.675962E-4
4.8E7 ; 1.659787E-4
4.9E7 ; 1.643613E-4
5.0E7 ; 1.627439E-4
5.1E7 ; 1.611264E-4
5.2E7 ; 1.59509E-4
5.3E7 ; 1.578915E-4
5.4E7 ; 1.562741E-4
5.5E7 ; 1.546567E-4
5.6E7 ; 1.530392E-4
5.658661E7 ; 1.520904E-4
5.7E7 ; 1.514218E-4
5.75937E7 ; 1.504615E-4
5.8E7 ; 1.498043E-4
5.9E7 ; 1.481869E-4
6.0E7 ; 1.465695E-4
6.1E7 ; 1.44952E-4
6.2E7 ; 1.433346E-4
6.3E7 ; 1.417172E-4
6.4E7 ; 1.400997E-4
6.5E7 ; 1.384823E-4
6.6E7 ; 1.368648E-4
6.7E7 ; 1.352474E-4
6.8E7 ; 1.3363E-4
6.9E7 ; 1.320125E-4
7.0E7 ; 1.303951E-4
7.1E7 ; 1.287776E-4
7.2E7 ; 1.271602E-4
7.3E7 ; 1.255428E-4
7.4E7 ; 1.239253E-4
7.5E7 ; 1.223079E-4
7.6E7 ; 1.206905E-4
7.7E7 ; 1.19073E-4
7.8E7 ; 1.174556E-4
7.9E7 ; 1.158381E-4
8.0E7 ; 1.142207E-4
8.1E7 ; 1.126033E-4
8.2E7 ; 1.109858E-4
8.3E7 ; 1.093684E-4
8.4E7 ; 1.077509E-4
8.5E7 ; 1.061335E-4
8.6E7 ; 1.045161E-4
8.7E7 ; 1.028986E-4
8.8E7 ; 1.012812E-4
8.9E7 ; 9.966375E-5
9.0E7 ; 9.804632E-5
9.1E7 ; 9.642888E-5
9.2E7 ; 9.481144E-5
9.3E7 ; 9.3194E-5
9.4E7 ; 9.157656E-5
9.5E7 ; 8.995912E-5
9.6E7 ; 8.834168E-5
9.7E7 ; 8.672425E-5
9.8E7 ; 8.510681E-5
9.9E7 ; 8.348937E-5
1.0E8 ; 8.187193E-5
1.02E8 ; 7.863705E-5
1.04E8 ; 7.540217E-5
1.06E8 ; 7.21673E-5
1.08E8 ; 6.893242E-5
1.1E8 ; 6.569754E-5
1.12E8 ; 6.246267E-5
1.14E8 ; 5.922779E-5
1.16E8 ; 5.599291E-5
1.18E8 ; 5.275803E-5
1.2E8 ; 4.952316E-5
1.22E8 ; 4.628828E-5
1.24E8 ; 4.30534E-5
1.26E8 ; 3.981853E-5
1.28E8 ; 3.658365E-5
1.3E8 ; 3.334877E-5
1.32E8 ; 3.011389E-5
1.34E8 ; 2.687902E-5
1.36E8 ; 2.364414E-5
1.38E8 ; 2.040926E-5
1.4E8 ; 1.717439E-5
1.42E8 ; 1.393951E-5
1.44E8 ; 1.070463E-5
1.46E8 ; 7.469754E-6
1.48E8 ; 4.234877E-6
1.5E8 ; 1.0E-6
